applicant_id,credit_score,annual_income,loan_amount,employment_years,debt_to_income,loan_purpose,Default
A00482,720,47161.0,13415.0,9,0.47,Education,No
A00483,707,38646.0,18410.0,14,0.577,Personal,No
A00484,690,72749.0,21595.0,10,0.593,Education,No
A00485,610,56814.0,28671.0,1,0.72,Home improvement,No
A00486,625,19305.0,3228.0,0,0.189,Auto,No
A00487,767,22017.0,10912.0,11,0.748,Personal,No
A00488,657,43205.0,12291.0,21,0.579,Education,No
A00489,572,77265.0,24086.0,12,0.421,Personal,Yes
A00490,608,32227.0,19100.0,24,0.714,Education,No
A00491,699,56652.0,13482.0,2,0.322,Auto,Yes
A00492,805,102189.0,35962.0,19,0.444,Personal,No
A00493,750,34703.0,9849.0,3,0.371,Home improvement,No
A00494,587,31394.0,18484.0,16,0.626,Education,Yes
A00495,603,50294.0,10151.0,0,0.386,Personal,Yes
A00496,679,59557.0,15241.0,11,0.356,Home improvement,No
A00497,693,29249.0,14181.0,11,0.508,Education,No
A00498,682,45131.0,17917.0,1,0.597,Education,Yes
A00499,751,34115.0,4466.0,20,0.257,Auto,No
A00500,721,52502.0,15254.0,24,0.557,Education,No
A00501,694,35286.0,9003.0,5,0.359,Personal,No
A00502,674,39355.0,12048.0,3,0.423,Education,No
A00503,671,51768.0,19178.0,15,0.507,Auto,No
A00504,771,48342.0,9566.0,24,0.403,Education,No
A00505,768,98333.0,23720.0,11,0.401,Personal,No
A00506,664,72104.0,23090.0,0,0.586,Education,Yes
A00507,733,28900.0,15796.0,13,0.663,Personal,Yes
A00508,658,24036.0,9429.0,17,0.583,Education,Yes
A00509,640,36863.0,4251.0,16,0.356,Home improvement,No
A00510,755,40639.0,18650.0,8,0.619,Home improvement,No
A00511,735,25118.0,8157.0,14,0.36,Education,No
A00512,685,76834.0,8274.0,7,0.119,Home improvement,No
A00513,515,51949.0,26065.0,1,0.67,Personal,No
A00514,668,64186.0,26357.0,24,0.651,Home improvement,No
A00515,802,37303.0,13544.0,18,0.614,Auto,No
A00516,655,94749.0,47220.0,1,0.626,Auto,No
A00517,814,32545.0,10580.0,0,0.38,Home improvement,No
A00518,568,70168.0,28374.0,3,0.651,Home improvement,No
A00519,785,39785.0,14988.0,0,0.432,Auto,Yes
A00520,728,56866.0,10452.0,10,0.19,Education,No
A00521,754,33155.0,13019.0,7,0.572,Education,Yes
A00522,759,62268.0,31080.0,22,0.728,Education,No
A00523,502,30871.0,10736.0,5,0.517,Personal,Yes
A00524,670,49684.0,25008.0,11,0.714,Home improvement,Yes
A00525,607,47809.0,22074.0,21,0.73,Personal,Yes
A00526,567,47870.0,25884.0,19,0.672,Personal,Yes
A00527,605,52417.0,8787.0,9,0.36,Education,No
A00528,543,21793.0,7121.0,4,0.434,Home improvement,No
A00529,632,48844.0,12163.0,22,0.505,Personal,No
A00530,528,83028.0,31647.0,14,0.387,Education,Yes
A00531,634,63770.0,25228.0,15,0.418,Auto,No
A00532,688,39052.0,21881.0,13,0.796,Auto,Yes
A00533,721,44576.0,10758.0,22,0.365,Personal,Yes
A00534,807,27764.0,7406.0,19,0.525,Education,No
A00535,549,44768.0,6958.0,4,0.371,Home improvement,No
A00536,766,51948.0,29409.0,5,0.845,Personal,Yes
A00537,683,50684.0,28641.0,13,0.713,Auto,No
A00538,691,85288.0,8741.0,13,0.179,Personal,No
A00539,612,33236.0,12525.0,21,0.507,Auto,No
A00540,511,23607.0,4688.0,1,0.478,Personal,No
A00541,603,45540.0,22271.0,10,0.506,Personal,No
A00542,632,83229.0,22313.0,10,0.321,Auto,No
A00543,695,33353.0,19313.0,19,0.672,Personal,Yes
A00544,523,40192.0,14455.0,17,0.449,Home improvement,Yes
A00545,722,35802.0,13761.0,18,0.404,Home improvement,No
A00546,734,56099.0,16118.0,0,0.385,Auto,No
A00547,694,39136.0,12603.0,2,0.455,Auto,No
A00548,706,50137.0,14867.0,5,0.57,Home improvement,No
A00549,584,78138.0,42602.0,19,0.723,Auto,No
A00550,617,34578.0,9857.0,22,0.566,Personal,No
A00551,753,37675.0,16600.0,8,0.446,Home improvement,No
A00552,518,45029.0,9055.0,12,0.219,Auto,Yes
A00553,757,66741.0,27786.0,0,0.63,Home improvement,No
A00554,660,62093.0,30595.0,24,0.592,Personal,Yes
A00555,701,36651.0,11703.0,20,0.612,Auto,Yes
A00556,593,54808.0,29325.0,7,0.54,Personal,Yes
A00557,583,73892.0,17068.0,8,0.357,Auto,No
A00558,513,44629.0,15904.0,17,0.607,Home improvement,No
A00559,536,33460.0,17205.0,6,0.609,Home improvement,No
A00560,538,78387.0,42969.0,24,0.75,Personal,No
A00561,479,47410.0,18513.0,0,0.473,Personal,Yes
A00562,613,53147.0,19806.0,24,0.508,Education,No
A00563,731,93049.0,19000.0,12,0.5,Home improvement,No
A00564,649,65485.0,21802.0,22,0.523,Personal,Yes
A00565,760,79136.0,44971.0,8,0.804,Personal,No
A00566,604,76107.0,44934.0,9,0.663,Personal,No
A00567,766,56571.0,28551.0,11,0.547,Education,No
A00568,665,78334.0,44280.0,19,0.65,Education,No
A00569,656,54886.0,26103.0,24,0.621,Personal,No
A00570,654,26154.0,7634.0,0,0.362,Auto,No
A00571,618,133831.0,60105.0,1,0.511,Home improvement,No
A00572,788,60607.0,13528.0,13,0.375,Auto,No
A00573,536,40082.0,23147.0,11,0.614,Education,No
A00574,644,51502.0,18904.0,2,0.434,Auto,No
A00575,730,74875.0,32798.0,2,0.556,Education,No
A00576,579,20318.0,10891.0,22,0.744,Auto,No
A00577,588,51601.0,10371.0,17,0.385,Personal,Yes
A00578,754,22917.0,10526.0,18,0.656,Home improvement,Yes
A00579,581,30763.0,15081.0,12,0.718,Personal,Yes
A00580,640,53988.0,25438.0,18,0.618,Education,Yes
A00581,604,32243.0,11560.0,24,0.533,Home improvement,No
A00582,640,56019.0,30233.0,3,0.546,Home improvement,No
A00583,655,58554.0,29617.0,14,0.737,Auto,No
A00584,781,68682.0,10630.0,20,0.358,Home improvement,No
A00585,692,23259.0,12038.0,8,0.597,Personal,No
A00586,647,39358.0,13892.0,2,0.627,Home improvement,No
A00587,559,50812.0,16318.0,4,0.422,Auto,No
A00588,515,38666.0,17917.0,6,0.751,Personal,Yes
A00589,777,75502.0,16298.0,14,0.423,Education,No
A00590,579,47533.0,16983.0,2,0.503,Home improvement,Yes
A00591,657,109197.0,43296.0,23,0.652,Home improvement,No
A00592,676,30649.0,6669.0,19,0.346,Home improvement,No
A00593,574,38159.0,15125.0,20,0.588,Home improvement,No
A00594,495,91891.0,46185.0,12,0.521,Auto,Yes
A00595,581,48945.0,6824.0,6,0.146,Personal,Yes
A00596,673,128263.0,14557.0,23,0.2,Auto,No
A00597,659,45406.0,5886.0,24,0.241,Personal,No
A00598,692,41881.0,8072.0,23,0.401,Personal,No
A00599,642,26747.0,11851.0,16,0.594,Education,No
A00600,624,98938.0,44490.0,22,0.716,Home improvement,No
A00601,606,57774.0,33943.0,16,0.774,Personal,Yes
A00602,632,74138.0,36074.0,3,0.742,Personal,No
A00603,535,65503.0,7838.0,19,0.264,Personal,Yes
A00604,600,46741.0,5377.0,16,0.211,Personal,No
A00605,692,47756.0,21648.0,20,0.705,Personal,No
A00606,694,54568.0,11956.0,6,0.277,Personal,Yes
A00607,674,43407.0,16405.0,3,0.673,Personal,No
A00608,709,74607.0,32550.0,1,0.468,Home improvement,No
A00609,684,48713.0,27555.0,5,0.582,Personal,Yes
A00610,769,52678.0,14600.0,3,0.41,Auto,No
A00611,594,36886.0,8275.0,13,0.418,Auto,No
A00612,675,73106.0,34812.0,3,0.617,Education,No
A00613,565,53381.0,8290.0,9,0.246,Education,No
A00614,528,64700.0,14948.0,1,0.358,Auto,No
A00615,551,55731.0,28584.0,13,0.695,Auto,Yes
A00616,644,75764.0,34984.0,23,0.531,Auto,No
A00617,708,16001.0,3593.0,21,0.479,Personal,No
A00618,784,76973.0,28846.0,9,0.662,Home improvement,No
A00619,645,72615.0,38484.0,13,0.697,Auto,Yes
A00620,665,20890.0,5224.0,20,0.468,Home improvement,No
A00621,782,52527.0,9357.0,19,0.476,Home improvement,Yes
A00622,804,30418.0,9642.0,10,0.521,Home improvement,Yes
A00623,670,34798.0,9094.0,16,0.552,Education,Yes
A00624,537,23134.0,4436.0,18,0.446,Auto,No
A00625,593,40145.0,10390.0,3,0.285,Home improvement,No
A00626,645,32628.0,12530.0,18,0.679,Home improvement,Yes
A00627,654,38052.0,20897.0,18,0.615,Auto,No
A00628,658,35099.0,3979.0,0,0.305,Home improvement,No
A00629,571,49616.0,11332.0,23,0.351,Auto,No
A00630,705,19103.0,2217.0,17,0.32,Personal,No
A00631,762,72278.0,23769.0,7,0.618,Personal,No
A00632,680,19283.0,4434.0,13,0.362,Home improvement,No
A00633,576,103390.0,14358.0,11,0.159,Education,Yes
A00634,513,64479.0,34639.0,19,0.575,Auto,No
A00635,772,29562.0,14261.0,11,0.742,Home improvement,Yes
A00636,736,67746.0,18332.0,4,0.447,Home improvement,No
A00637,600,51677.0,8592.0,8,0.363,Personal,No
A00638,622,28808.0,7297.0,6,0.516,Education,No
A00639,496,87671.0,25478.0,9,0.438,Home improvement,Yes
A00640,713,54719.0,29480.0,21,0.747,Personal,No
A00641,730,38246.0,22214.0,24,0.842,Education,Yes
A00642,651,48661.0,9637.0,6,0.319,Auto,No
A00643,647,52797.0,29849.0,6,0.738,Education,No
A00644,701,44767.0,24298.0,19,0.653,Personal,No
A00645,538,88706.0,41601.0,0,0.619,Home improvement,No
A00646,736,36219.0,5981.0,2,0.363,Auto,No
A00647,665,36372.0,16624.0,20,0.484,Education,Yes
A00648,481,40190.0,12036.0,24,0.447,Home improvement,No
A00649,571,83854.0,44844.0,21,0.615,Auto,No
A00650,653,80979.0,46675.0,16,0.839,Education,No
A00651,672,36930.0,6978.0,17,0.351,Education,No
A00652,552,55335.0,29815.0,8,0.82,Home improvement,No
A00653,553,27011.0,9466.0,4,0.4,Auto,Yes
A00654,533,19637.0,11072.0,22,0.84,Education,Yes
A00655,660,26764.0,14078.0,23,0.65,Personal,Yes
A00656,641,30062.0,3171.0,23,0.235,Education,No
A00657,494,40542.0,18699.0,21,0.608,Home improvement,No
A00658,706,31035.0,4559.0,15,0.283,Auto,No
A00659,609,36708.0,18360.0,14,0.705,Personal,No
A00660,699,43490.0,14001.0,24,0.349,Education,Yes
A00661,655,51435.0,21748.0,23,0.48,Education,No
A00662,813,51007.0,22738.0,16,0.495,Auto,Yes
A00663,546,63845.0,11554.0,23,0.326,Auto,No
A00664,626,66455.0,9644.0,5,0.362,Personal,No
A00665,630,49220.0,24173.0,1,0.728,Personal,Yes
A00666,707,25497.0,12527.0,20,0.602,Personal,Yes
A00667,661,79106.0,8100.0,15,0.275,Auto,No
A00668,623,40828.0,13611.0,6,0.587,Personal,No
A00669,717,31035.0,10678.0,6,0.454,Personal,No
A00670,630,68149.0,27127.0,10,0.578,Personal,No
A00671,660,64005.0,8724.0,19,0.27,Personal,No
A00672,704,37054.0,12379.0,22,0.406,Auto,No
A00673,643,33255.0,17030.0,16,0.549,Education,No
A00674,634,48310.0,6700.0,5,0.156,Education,No
A00675,806,34711.0,10875.0,8,0.512,Home improvement,No
A00676,715,50478.0,29617.0,12,0.825,Home improvement,No
A00677,533,63989.0,21106.0,6,0.408,Home improvement,No
A00678,650,52456.0,31329.0,9,0.859,Education,Yes
A00679,771,35356.0,12288.0,11,0.42,Auto,No
A00680,648,75216.0,11069.0,5,0.275,Education,No
A00681,762,49831.0,18269.0,10,0.489,Personal,Yes
A00682,621,69018.0,31897.0,22,0.739,Auto,No
A00683,593,30802.0,10902.0,9,0.445,Education,Yes
A00684,576,43590.0,12120.0,0,0.301,Personal,No
A00685,718,50901.0,29361.0,15,0.727,Education,Yes
A00686,598,38523.0,11549.0,9,0.57,Home improvement,Yes
A00687,710,44417.0,6026.0,19,0.38,Personal,No
A00688,560,58600.0,18181.0,2,0.519,Home improvement,No
A00689,648,44586.0,19392.0,8,0.493,Personal,No
A00690,707,38145.0,22408.0,10,0.819,Auto,No
A00691,641,32299.0,8223.0,14,0.297,Home improvement,No
A00692,709,67134.0,14351.0,18,0.493,Home improvement,Yes
A00693,613,75769.0,43504.0,16,0.608,Auto,Yes
A00694,685,57407.0,24922.0,24,0.594,Personal,Yes
A00695,686,55681.0,18534.0,2,0.567,Education,No
A00696,611,52550.0,10508.0,22,0.292,Auto,No
A00697,676,32347.0,12835.0,8,0.604,Education,No
A00698,629,34544.0,8776.0,15,0.259,Home improvement,No
A00699,640,43511.0,23331.0,5,0.712,Home improvement,No
A00700,822,29901.0,6646.0,5,0.48,Personal,No
A00701,741,58437.0,25172.0,8,0.664,Auto,No
A00702,550,79188.0,36558.0,4,0.598,Home improvement,No
A00703,682,70248.0,11419.0,20,0.321,Home improvement,No
A00704,697,81567.0,31225.0,5,0.408,Home improvement,No
A00705,755,53978.0,22517.0,11,0.536,Education,Yes
A00706,592,68549.0,13968.0,16,0.305,Auto,No
A00707,556,108667.0,35690.0,1,0.488,Home improvement,No
A00708,712,45837.0,25714.0,9,0.572,Auto,No
A00709,615,45998.0,15005.0,16,0.329,Auto,No
A00710,606,65354.0,29811.0,23,0.74,Education,No
A00711,584,40289.0,15605.0,22,0.603,Personal,Yes
A00712,672,35513.0,19275.0,23,0.61,Auto,No
A00713,673,58635.0,25520.0,7,0.653,Home improvement,No
A00714,470,24040.0,6486.0,12,0.294,Auto,Yes
A00715,675,62296.0,10756.0,19,0.24,Auto,No
A00716,557,42645.0,5390.0,14,0.142,Home improvement,No
A00717,621,35760.0,19877.0,24,0.785,Education,No
A00718,753,28129.0,13924.0,2,0.673,Home improvement,No
A00719,772,60922.0,12960.0,11,0.396,Home improvement,No
A00720,661,31018.0,13879.0,14,0.61,Home improvement,Yes
A00721,615,42601.0,16226.0,4,0.661,Home improvement,No
A00722,589,55484.0,16698.0,19,0.513,Education,No
A00723,668,58174.0,9437.0,2,0.291,Auto,No
A00724,642,40906.0,17587.0,20,0.491,Auto,No
A00725,551,34519.0,12977.0,10,0.423,Personal,No
A00726,700,36379.0,3876.0,3,0.19,Education,No
A00727,723,34558.0,19638.0,4,0.647,Home improvement,No
A00728,840,63446.0,21909.0,22,0.58,Auto,No
A00729,647,45158.0,5265.0,7,0.226,Personal,No
A00730,654,33202.0,9133.0,14,0.402,Personal,No
A00731,501,60805.0,13003.0,16,0.374,Auto,No
A00732,620,46992.0,5075.0,23,0.292,Home improvement,No
A00733,811,35369.0,6543.0,22,0.373,Auto,No
A00734,595,19854.0,8841.0,10,0.48,Education,No
A00735,708,57415.0,14454.0,19,0.436,Education,No
A00736,631,48856.0,9049.0,17,0.463,Personal,Yes
A00737,543,32672.0,3993.0,8,0.153,Auto,No
A00738,583,111213.0,13656.0,23,0.384,Personal,No
A00739,617,22577.0,9531.0,11,0.601,Personal,No
A00740,604,39593.0,21666.0,9,0.675,Auto,Yes
A00741,644,58471.0,7245.0,9,0.215,Home improvement,Yes
A00742,662,77768.0,13878.0,7,0.222,Personal,No
A00743,635,19586.0,7481.0,21,0.66,Home improvement,No
A00744,716,54225.0,14903.0,1,0.28,Personal,No
A00745,643,92440.0,42459.0,19,0.686,Home improvement,No
A00746,694,37718.0,18116.0,22,0.766,Home improvement,Yes
A00747,850,29799.0,10091.0,13,0.496,Personal,No
A00748,687,73910.0,11965.0,24,0.373,Auto,No
A00749,699,64594.0,29028.0,14,0.537,Education,No
A00750,540,33134.0,15014.0,3,0.737,Home improvement,No
A00751,722,81617.0,18154.0,16,0.238,Personal,No
A00752,765,25887.0,4670.0,20,0.2,Education,No
A00753,532,61102.0,35556.0,12,0.63,Education,Yes
A00754,662,47291.0,27067.0,14,0.678,Home improvement,Yes
A00755,609,72333.0,37420.0,16,0.527,Education,Yes
A00756,550,47414.0,17688.0,24,0.461,Education,Yes
A00757,675,38992.0,13726.0,19,0.488,Home improvement,No
A00758,648,43383.0,11658.0,11,0.305,Personal,No
A00759,632,34945.0,18615.0,3,0.564,Education,No
A00760,660,41706.0,24687.0,17,0.701,Personal,No
A00761,632,49245.0,14029.0,24,0.387,Education,No
A00762,725,31566.0,3720.0,10,0.146,Home improvement,No
A00763,591,60323.0,33800.0,21,0.594,Auto,Yes
A00764,607,26828.0,13762.0,2,0.724,Education,No
A00765,733,55752.0,24132.0,5,0.5,Home improvement,No
A00766,694,42886.0,23449.0,21,0.762,Personal,Yes
A00767,648,39083.0,14027.0,3,0.393,Education,No
A00768,587,43175.0,15985.0,5,0.571,Personal,Yes
A00769,623,42838.0,17916.0,14,0.521,Home improvement,No
A00770,538,43311.0,12979.0,16,0.512,Education,Yes
A00771,653,55736.0,10646.0,22,0.428,Auto,No
A00772,677,40614.0,15040.0,23,0.584,Education,No
A00773,756,40407.0,16149.0,6,0.624,Auto,No
A00774,668,29369.0,15666.0,10,0.827,Education,No
A00775,639,47024.0,9903.0,2,0.27,Auto,No
A00776,628,48616.0,7484.0,4,0.186,Education,No
A00777,738,26772.0,4468.0,21,0.174,Auto,No
A00778,694,37907.0,10716.0,12,0.396,Personal,Yes
A00779,596,48234.0,19611.0,6,0.52,Personal,Yes
A00780,539,58893.0,29617.0,15,0.522,Personal,Yes
A00781,640,36391.0,9717.0,4,0.344,Auto,No
A00782,741,51689.0,27587.0,7,0.688,Home improvement,Yes
A00783,621,27182.0,12493.0,1,0.497,Personal,No
A00784,553,43878.0,18917.0,15,0.579,Auto,No
A00785,580,67894.0,40574.0,5,0.656,Home improvement,No
A00786,633,72102.0,34779.0,21,0.632,Home improvement,Yes
A00787,704,48386.0,11980.0,7,0.463,Personal,No
A00788,670,18659.0,6175.0,22,0.433,Personal,No
A00789,540,30504.0,12245.0,20,0.633,Auto,No
A00790,685,74266.0,17088.0,7,0.339,Home improvement,No
A00791,710,22033.0,9903.0,21,0.552,Personal,Yes
A00792,601,33989.0,15899.0,1,0.549,Personal,No
A00793,802,43002.0,14686.0,9,0.35,Personal,No
A00794,738,55768.0,8344.0,16,0.199,Education,No
A00795,576,35515.0,12955.0,4,0.574,Education,Yes
A00796,662,53850.0,10914.0,12,0.243,Education,No
A00797,696,69393.0,39147.0,4,0.61,Auto,No
A00798,831,49115.0,26209.0,14,0.622,Personal,No
A00799,693,28788.0,4857.0,22,0.274,Auto,No
A00800,566,19756.0,8652.0,5,0.458,Home improvement,Yes
A00801,752,57882.0,9384.0,2,0.406,Home improvement,No
A00802,624,31092.0,10543.0,0,0.618,Personal,No
A00803,685,46315.0,14900.0,17,0.506,Personal,No
A00804,590,29525.0,12359.0,6,0.686,Personal,Yes
A00805,703,15900.0,7102.0,6,0.528,Personal,No
A00806,721,39132.0,17568.0,1,0.507,Education,No
A00807,745,37771.0,15066.0,4,0.683,Personal,No
A00808,767,66504.0,36688.0,9,0.827,Auto,No
A00809,647,76132.0,14777.0,13,0.275,Home improvement,No
A00810,667,58739.0,27983.0,1,0.68,Personal,No
A00811,625,51899.0,30801.0,12,0.785,Personal,No
A00812,759,27789.0,9020.0,6,0.593,Home improvement,No
A00813,580,49541.0,18187.0,21,0.445,Home improvement,No
A00814,734,69161.0,35963.0,21,0.67,Education,Yes
A00815,743,50488.0,24945.0,0,0.748,Education,Yes
A00816,658,22628.0,8622.0,16,0.479,Personal,No
A00817,709,54449.0,13678.0,5,0.306,Personal,No
A00818,607,40506.0,12774.0,21,0.345,Home improvement,No
A00819,591,60568.0,31138.0,13,0.573,Personal,No
A00820,575,43409.0,15893.0,12,0.466,Auto,No
A00821,714,65164.0,8303.0,24,0.316,Personal,No
A00822,607,56131.0,16552.0,7,0.538,Education,No
A00823,560,62133.0,7850.0,15,0.156,Personal,Yes
A00824,628,34573.0,6237.0,10,0.275,Personal,No
A00825,782,33019.0,18950.0,11,0.773,Education,Yes
A00826,724,31775.0,15191.0,20,0.626,Auto,Yes
A00827,640,48721.0,5938.0,7,0.184,Personal,No
A00828,636,54637.0,10220.0,8,0.337,Personal,No
A00829,702,61035.0,34984.0,17,0.859,Personal,No
A00830,456,30773.0,17814.0,21,0.655,Home improvement,Yes
A00831,545,25634.0,3526.0,18,0.308,Education,No
A00832,704,60111.0,34995.0,8,0.779,Home improvement,No
A00833,524,70005.0,9206.0,17,0.301,Personal,No
A00834,698,39525.0,12143.0,14,0.438,Education,No
A00835,699,68065.0,29860.0,15,0.444,Education,No
A00836,542,55753.0,12490.0,4,0.521,Education,No
A00837,667,86456.0,32145.0,11,0.434,Home improvement,Yes
A00838,627,53883.0,13080.0,24,0.492,Education,No
A00839,604,38780.0,12123.0,2,0.495,Personal,No
A00840,608,26354.0,14477.0,13,0.763,Personal,Yes
A00841,525,79096.0,9863.0,22,0.165,Education,Yes
A00842,609,44170.0,7029.0,17,0.178,Personal,No
A00843,808,73522.0,15912.0,11,0.346,Personal,Yes
A00844,694,36699.0,18442.0,22,0.537,Education,Yes
A00845,678,31793.0,18647.0,5,0.884,Auto,No
A00846,693,32281.0,8677.0,18,0.313,Auto,No
A00847,583,45226.0,19403.0,6,0.69,Education,No
A00848,720,37711.0,20131.0,24,0.599,Personal,Yes
A00849,582,38608.0,20017.0,5,0.785,Education,Yes
A00850,535,58225.0,16653.0,11,0.322,Personal,No
A00851,662,44731.0,5599.0,11,0.41,Education,No
A00852,661,50722.0,18353.0,14,0.56,Personal,No
A00853,671,44230.0,20004.0,0,0.604,Auto,No
A00854,683,66538.0,37315.0,24,0.643,Home improvement,Yes
A00855,637,20726.0,10853.0,6,0.534,Education,No
A00856,662,62408.0,12943.0,8,0.412,Auto,No
A00857,555,73497.0,21490.0,13,0.418,Auto,No
A00858,651,51654.0,13762.0,8,0.439,Auto,No
A00859,562,30443.0,17614.0,3,0.579,Education,No
A00860,492,125482.0,68152.0,0,0.555,Personal,Yes
A00861,698,52997.0,29577.0,1,0.734,Home improvement,No
A00862,716,41698.0,13764.0,10,0.572,Personal,Yes
A00863,639,52972.0,30043.0,16,0.617,Home improvement,No
A00864,588,70026.0,38566.0,16,0.823,Auto,No
A00865,611,33399.0,5184.0,13,0.443,Auto,No
A00866,732,101337.0,35598.0,13,0.542,Home improvement,Yes
A00867,539,22160.0,12411.0,0,0.684,Personal,Yes
A00868,677,71844.0,19878.0,6,0.497,Personal,No
A00869,800,65265.0,21909.0,12,0.424,Auto,No
A00870,692,38721.0,4171.0,19,0.331,Personal,No
A00871,569,31650.0,18199.0,15,0.658,Home improvement,Yes
A00872,536,79501.0,20170.0,22,0.445,Auto,No
A00873,701,66038.0,12549.0,6,0.45,Home improvement,No
A00874,785,46075.0,26891.0,24,0.685,Education,No
A00875,691,61989.0,28008.0,10,0.513,Auto,Yes
A00876,642,33386.0,11504.0,3,0.487,Home improvement,No
A00877,758,43240.0,15242.0,3,0.557,Auto,No
A00878,642,27095.0,2865.0,11,0.15,Education,No
A00879,644,83155.0,21836.0,2,0.482,Personal,No
A00880,690,62429.0,16004.0,19,0.282,Personal,No
A00881,647,72618.0,26163.0,11,0.573,Education,No
A00882,773,51487.0,18802.0,22,0.631,Auto,No
A00883,691,46941.0,6805.0,4,0.407,Personal,No
A00884,667,63863.0,28383.0,20,0.689,Personal,No
A00885,729,40910.0,7580.0,1,0.206,Home improvement,No
A00886,675,24493.0,10442.0,1,0.697,Education,Yes
A00887,681,53618.0,8806.0,22,0.345,Personal,No
A00888,638,20768.0,9141.0,9,0.479,Personal,No
A00889,546,56319.0,10536.0,19,0.312,Education,Yes
A00890,574,95014.0,32203.0,20,0.53,Home improvement,Yes
A00891,606,50855.0,19397.0,11,0.541,Education,No
A00892,643,56155.0,22955.0,7,0.52,Education,Yes
A00893,603,75441.0,27550.0,24,0.62,Education,No
A00894,651,30050.0,15690.0,14,0.609,Personal,Yes
A00895,641,32672.0,11694.0,3,0.62,Education,Yes
A00896,732,54305.0,21723.0,15,0.589,Personal,No
A00897,605,68629.0,19375.0,6,0.453,Home improvement,No
A00898,599,26936.0,9745.0,3,0.53,Home improvement,Yes
A00899,605,51620.0,7425.0,7,0.273,Personal,No
A00900,629,103690.0,14498.0,11,0.394,Personal,No
A00901,566,95499.0,36457.0,17,0.412,Personal,Yes
A00902,654,45420.0,10283.0,3,0.4,Personal,No
A00903,701,47146.0,18086.0,17,0.545,Home improvement,No
A00904,560,77067.0,13491.0,23,0.269,Home improvement,Yes
A00905,651,61250.0,21525.0,24,0.37,Auto,No
A00906,593,41226.0,14044.0,2,0.562,Education,No
A00907,552,97412.0,26278.0,9,0.467,Home improvement,Yes
A00908,684,102979.0,59279.0,8,0.663,Personal,No
A00909,754,34061.0,6376.0,22,0.433,Auto,No
A00910,698,55413.0,8849.0,10,0.393,Education,Yes
A00911,586,71126.0,34156.0,3,0.699,Education,No
A00912,676,98567.0,37168.0,9,0.473,Auto,Yes
A00913,598,65654.0,35942.0,23,0.764,Education,No
A00914,776,54658.0,24747.0,14,0.732,Home improvement,Yes
A00915,609,40697.0,15572.0,12,0.403,Home improvement,No
A00916,594,99868.0,43272.0,14,0.549,Personal,No
A00917,668,40644.0,4127.0,8,0.207,Personal,No
A00918,640,88770.0,10105.0,24,0.348,Personal,No
A00919,627,64278.0,11042.0,1,0.209,Personal,No
A00920,619,50042.0,12558.0,17,0.516,Home improvement,No
A00921,581,26433.0,11697.0,2,0.499,Home improvement,No
A00922,716,50456.0,28191.0,7,0.631,Personal,Yes
A00923,626,41818.0,8411.0,1,0.351,Home improvement,No
A00924,596,62249.0,26512.0,21,0.532,Auto,No
A00925,568,70995.0,18219.0,19,0.337,Home improvement,No
A00926,749,90439.0,45510.0,6,0.616,Home improvement,No
A00927,604,101639.0,12928.0,7,0.345,Home improvement,No
A00928,601,58286.0,17069.0,0,0.545,Home improvement,Yes
A00929,673,77662.0,34098.0,3,0.623,Auto,No
A00930,708,32243.0,17191.0,19,0.815,Personal,No
A00931,665,52713.0,19963.0,12,0.637,Personal,No
A00932,551,25789.0,3978.0,22,0.379,Personal,Yes
A00933,604,58868.0,26923.0,23,0.519,Education,No
A00934,561,41630.0,5510.0,6,0.215,Auto,Yes
A00935,679,29901.0,11668.0,16,0.462,Education,Yes
A00936,686,14074.0,2041.0,10,0.201,Education,No
A00937,713,32264.0,7557.0,2,0.31,Education,Yes
A00938,748,47978.0,21085.0,7,0.56,Personal,Yes
A00939,707,51928.0,20548.0,19,0.407,Personal,No
A00940,646,24725.0,9115.0,19,0.539,Education,No
A00941,770,75235.0,13893.0,11,0.187,Personal,No
A00942,584,33375.0,17718.0,6,0.636,Auto,Yes
A00943,771,79052.0,25472.0,23,0.529,Education,Yes
A00944,755,58055.0,18425.0,7,0.585,Personal,No
A00945,618,72216.0,18845.0,5,0.396,Home improvement,No
A00946,594,28688.0,8660.0,16,0.542,Education,No
A00947,619,43054.0,9772.0,16,0.368,Auto,No
A00948,828,41663.0,12094.0,1,0.364,Education,No
A00949,599,104945.0,21577.0,12,0.389,Education,No
A00950,673,69721.0,20268.0,24,0.549,Home improvement,No
A00951,644,29830.0,11116.0,18,0.47,Personal,Yes
A00952,678,65074.0,33538.0,19,0.546,Auto,Yes
A00953,631,58831.0,19890.0,24,0.534,Education,Yes
A00954,765,104022.0,38615.0,3,0.383,Personal,No
A00955,776,83807.0,30706.0,18,0.511,Education,Yes
A00956,684,37451.0,4546.0,22,0.276,Education,No
A00957,667,33251.0,11115.0,18,0.421,Education,No
A00958,742,88446.0,21892.0,18,0.335,Personal,No
A00959,850,65427.0,27983.0,21,0.474,Home improvement,Yes
A00960,560,43073.0,22178.0,17,0.609,Education,Yes
A00961,583,53916.0,7999.0,18,0.374,Personal,No
A00962,662,25890.0,13303.0,20,0.725,Auto,No
A00963,766,58987.0,7375.0,16,0.358,Home improvement,No
A00964,649,35409.0,10043.0,5,0.583,Education,No
A00965,708,46216.0,23441.0,24,0.737,Home improvement,No
