customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,senior_citizen,Churn
C00365,20,42.68,838.39,Two year,Fiber optic,Yes,Bank transfer,0,No
C00366,1,86.65,89.5,Month-to-month,No,Yes,Electronic check,0,Yes
C00367,3,28.01,79.22,Two year,Fiber optic,No,Mailed check,0,No
C00368,19,64.18,1055.66,Two year,No,Yes,Electronic check,0,No
C00369,10,36.34,363.94,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00370,31,38.45,1349.38,Month-to-month,DSL,No,Bank transfer,0,Yes
C00371,25,40.23,1071.73,Month-to-month,DSL,Yes,Bank transfer,1,Yes
C00372,44,58.67,2414.58,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00373,28,25.12,825.89,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00374,13,59.78,905.28,One year,Fiber optic,No,Bank transfer,0,No
C00375,26,71.17,1635.29,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00376,7,68.33,390.19,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C00377,8,58.28,511.24,Two year,DSL,Yes,Credit card,1,No
C00378,37,103.91,4348.49,Month-to-month,DSL,No,Electronic check,1,No
C00379,14,34.53,573.89,Two year,Fiber optic,No,Bank transfer,0,No
C00380,38,70.57,3099.82,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00381,41,26.2,1117.4,Month-to-month,Fiber optic,No,Bank transfer,0,No
C00382,46,27.12,1262.52,One year,DSL,No,Electronic check,0,Yes
C00383,59,77.39,3703.66,One year,Fiber optic,Yes,Mailed check,0,Yes
C00384,13,76.6,894.89,Two year,No,No,Mailed check,0,No
C00385,9,107.8,954.53,One year,DSL,No,Electronic check,0,No
C00386,20,75.79,1593.71,Two year,Fiber optic,Yes,Mailed check,0,No
C00387,11,115.98,1305.0,Month-to-month,No,Yes,Electronic check,0,Yes
C00388,22,24.87,600.24,Month-to-month,DSL,No,Electronic check,0,Yes
C00389,29,29.8,788.07,One year,Fiber optic,No,Credit card,0,No
C00390,27,24.41,676.19,Two year,DSL,No,Credit card,0,No
C00391,11,38.53,354.01,Two year,Fiber optic,No,Mailed check,0,Yes
C00392,4,74.13,286.28,Month-to-month,DSL,No,Credit card,0,No
C00393,13,84.56,1209.28,Month-to-month,No,No,Credit card,0,Yes
C00394,3,24.56,79.38,One year,Fiber optic,No,Electronic check,1,No
C00395,52,114.6,7128.74,Month-to-month,No,Yes,Bank transfer,0,No
C00396,10,104.22,949.61,Two year,Fiber optic,No,Electronic check,0,Yes
C00397,4,49.66,198.5,Two year,Fiber optic,No,Credit card,0,Yes
C00398,0,27.72,0.0,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00399,24,36.99,866.67,One year,No,No,Mailed check,0,No
C00400,24,32.69,896.58,One year,No,No,Bank transfer,0,No
C00401,9,32.33,312.41,Month-to-month,Fiber optic,Yes,Credit card,1,Yes
C00402,1,71.86,82.85,Two year,No,Yes,Credit card,0,Yes
C00403,12,44.58,471.52,One year,Fiber optic,Yes,Electronic check,0,No
C00404,8,55.81,513.16,Two year,Fiber optic,Yes,Electronic check,0,Yes
C00405,27,118.95,2646.09,Month-to-month,Fiber optic,No,Electronic check,0,No
C00406,22,88.43,2247.86,Two year,DSL,Yes,Electronic check,0,Yes
C00407,10,114.9,1070.44,Month-to-month,DSL,Yes,Credit card,0,No
C00408,5,34.26,158.6,Month-to-month,DSL,No,Electronic check,1,Yes
C00409,72,58.21,4211.39,Two year,Fiber optic,No,Credit card,0,Yes
C00410,14,75.47,1242.83,Month-to-month,Fiber optic,Yes,Electronic check,0,Yes
C00411,27,27.68,612.17,Month-to-month,Fiber optic,No,Bank transfer,0,No
C00412,3,20.42,57.64,Two year,No,No,Bank transfer,0,No
C00413,15,87.04,1491.82,Two year,Fiber optic,Yes,Electronic check,0,No
C00414,0,84.18,0.0,One year,Fiber optic,Yes,Electronic check,0,Yes
C00415,16,61.08,859.68,One year,DSL,No,Mailed check,1,No
C00416,72,68.96,4815.76,Month-to-month,DSL,No,Bank transfer,0,No
C00417,11,61.54,645.95,Month-to-month,No,No,Credit card,0,Yes
C00418,0,22.4,0.0,Month-to-month,Fiber optic,Yes,Bank transfer,1,Yes
C00419,0,53.54,0.0,One year,No,No,Credit card,1,No
C00420,11,37.71,415.66,One year,DSL,No,Electronic check,0,Yes
C00421,4,29.84,142.68,One year,Fiber optic,Yes,Bank transfer,1,Yes
C00422,0,115.67,0.0,One year,DSL,No,Bank transfer,0,No
C00423,33,79.94,2171.87,Month-to-month,DSL,No,Mailed check,0,Yes
C00424,14,92.87,1176.55,One year,DSL,Yes,Mailed check,0,No
C00425,8,51.54,401.78,Month-to-month,DSL,No,Bank transfer,1,No
C00426,55,59.31,2814.37,One year,DSL,No,Bank transfer,0,No
C00427,2,43.69,103.02,Month-to-month,DSL,Yes,Bank transfer,0,No
C00428,72,29.7,2366.65,Two year,No,No,Credit card,0,Yes
C00429,9,37.9,309.49,Month-to-month,DSL,Yes,Electronic check,0,No
C00430,52,99.75,5375.4,Month-to-month,DSL,No,Mailed check,0,Yes
C00431,22,87.75,2101.5,Month-to-month,DSL,Yes,Electronic check,0,No
C00432,42,74.69,3690.69,One year,Fiber optic,Yes,Mailed check,1,No
C00433,72,67.51,5602.73,One year,DSL,No,Mailed check,0,No
C00434,8,112.24,903.38,Month-to-month,No,No,Mailed check,0,Yes
C00435,72,27.27,2179.15,Month-to-month,No,No,Bank transfer,0,Yes
C00436,11,48.06,541.8,One year,DSL,Yes,Mailed check,1,Yes
C00437,11,54.99,617.64,Month-to-month,Fiber optic,Yes,Electronic check,0,No
C00438,9,98.24,747.91,Two year,DSL,No,Mailed check,0,Yes
C00439,18,119.25,1825.5,One year,Fiber optic,No,Electronic check,1,No
C00440,4,44.07,178.36,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C00441,19,107.43,1852.45,Month-to-month,DSL,No,Mailed check,0,No
C00442,18,103.06,1499.67,Two year,DSL,No,Bank transfer,0,Yes
C00443,34,42.47,1572.69,Month-to-month,Fiber optic,No,Electronic check,1,Yes
C00444,43,59.93,2095.08,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00445,13,60.97,822.82,Two year,DSL,Yes,Mailed check,0,No
C00446,8,117.82,957.34,Two year,Fiber optic,No,Electronic check,1,Yes
C00447,7,38.09,316.63,Two year,Fiber optic,Yes,Mailed check,0,No
C00448,5,99.92,496.45,One year,No,No,Credit card,0,Yes
C00449,1,53.42,44.1,Month-to-month,DSL,No,Bank transfer,0,Yes
C00450,10,93.09,950.15,Month-to-month,No,No,Electronic check,0,Yes
C00451,7,62.0,493.21,One year,Fiber optic,No,Bank transfer,0,No
C00452,72,77.84,6718.31,One year,DSL,No,Credit card,0,Yes
C00453,19,103.26,1907.27,Month-to-month,Fiber optic,No,Credit card,1,No
C00454,10,100.42,932.02,Two year,Fiber optic,No,Credit card,0,Yes
C00455,20,106.64,2479.72,Month-to-month,No,No,Electronic check,0,Yes
C00456,3,25.96,68.26,One year,DSL,No,Credit card,0,No
C00457,14,89.21,1306.61,Month-to-month,Fiber optic,Yes,Electronic check,0,No
C00458,23,34.0,752.51,One year,Fiber optic,Yes,Electronic check,0,Yes
C00459,16,61.58,804.42,Month-to-month,No,Yes,Mailed check,1,No
C00460,12,74.86,843.45,Month-to-month,DSL,No,Electronic check,0,Yes
C00461,72,60.27,3931.93,Month-to-month,No,No,Credit card,1,Yes
C00462,50,71.96,3865.82,One year,No,No,Electronic check,0,No
C00463,23,119.65,3245.97,One year,DSL,No,Electronic check,0,Yes
C00464,20,33.52,608.2,One year,No,No,Bank transfer,0,No
C00465,23,87.55,2264.52,Two year,No,Yes,Credit card,0,No
C00466,5,59.6,245.0,Month-to-month,DSL,Yes,Electronic check,0,Yes
C00467,12,33.3,405.69,Month-to-month,Fiber optic,No,Mailed check,0,No
C00468,0,35.87,0.0,Two year,Fiber optic,Yes,Electronic check,0,No
C00469,15,114.93,2023.25,Month-to-month,DSL,No,Electronic check,0,No
C00470,18,107.96,2150.32,Two year,DSL,No,Bank transfer,0,No
C00471,6,110.7,706.16,Month-to-month,DSL,No,Credit card,0,Yes
C00472,72,119.15,9690.26,Two year,DSL,No,Credit card,0,No
C00473,57,40.83,2464.64,Month-to-month,Fiber optic,No,Mailed check,0,No
C00474,30,55.54,1978.74,Two year,DSL,Yes,Mailed check,0,Yes
C00475,18,86.92,1698.46,One year,No,No,Mailed check,0,No
C00476,48,68.38,3839.77,Two year,Fiber optic,No,Electronic check,0,Yes
C00477,3,61.84,186.79,Month-to-month,DSL,Yes,Electronic check,0,No
C00478,37,55.78,1747.73,One year,Fiber optic,Yes,Mailed check,0,No
C00479,3,79.38,240.82,Two year,Fiber optic,No,Credit card,0,No
C00480,37,77.56,2441.41,One year,No,Yes,Credit card,1,Yes
C00481,7,36.15,262.41,One year,DSL,Yes,Mailed check,0,No
C00482,50,67.17,3334.98,One year,DSL,No,Bank transfer,0,Yes
C00483,69,75.35,5454.07,One year,No,No,Credit card,0,No
C00484,3,77.03,185.8,One year,No,Yes,Credit card,0,No
C00485,14,41.01,504.06,One year,Fiber optic,Yes,Mailed check,0,No
C00486,72,94.23,6761.03,Two year,No,No,Credit card,1,No
C00487,15,22.52,398.67,Month-to-month,DSL,Yes,Electronic check,0,No
C00488,47,55.48,2486.16,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00489,21,98.02,1996.15,Two year,DSL,No,Credit card,0,Yes
C00490,11,76.39,912.45,Two year,DSL,Yes,Electronic check,0,No
C00491,8,46.12,384.28,One year,No,Yes,Bank transfer,1,No
C00492,5,89.5,411.51,One year,DSL,Yes,Credit card,0,Yes
C00493,34,76.74,2516.08,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C00494,11,99.62,972.08,Month-to-month,No,Yes,Electronic check,0,Yes
C00495,17,93.5,1885.8,One year,DSL,No,Bank transfer,0,No
C00496,16,81.01,1104.66,Month-to-month,No,Yes,Bank transfer,0,No
C00497,20,68.82,1305.84,One year,No,No,Electronic check,1,No
C00498,48,33.32,1296.02,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C00499,72,46.13,2951.73,Two year,DSL,Yes,Credit card,0,Yes
C00500,12,61.91,826.27,Two year,DSL,Yes,Bank transfer,0,No
C00501,42,79.93,2955.79,One year,Fiber optic,Yes,Electronic check,0,No
C00502,34,71.37,2018.98,One year,DSL,Yes,Bank transfer,0,No
C00503,20,48.82,966.42,Month-to-month,DSL,No,Electronic check,0,Yes
C00504,72,20.65,1195.37,Two year,No,Yes,Electronic check,0,No
C00505,5,69.62,290.28,One year,DSL,No,Bank transfer,0,No
C00506,2,48.56,109.07,Month-to-month,Fiber optic,No,Electronic check,1,Yes
C00507,46,93.46,4766.0,Two year,DSL,No,Electronic check,0,No
C00508,13,22.39,339.4,Two year,Fiber optic,No,Mailed check,0,No
C00509,45,78.48,4032.4,Two year,No,No,Credit card,0,No
C00510,53,114.15,6493.23,One year,DSL,Yes,Electronic check,0,Yes
C00511,1,37.44,30.74,One year,DSL,Yes,Credit card,0,Yes
C00512,51,67.16,3812.68,Month-to-month,Fiber optic,No,Mailed check,1,No
C00513,14,29.14,464.34,Two year,Fiber optic,Yes,Mailed check,0,No
C00514,17,82.57,1571.62,Two year,Fiber optic,No,Mailed check,0,No
C00515,23,75.05,1732.0,Month-to-month,DSL,No,Mailed check,0,Yes
C00516,62,60.74,3363.54,Month-to-month,DSL,No,Credit card,0,Yes
C00517,0,72.14,0.0,Month-to-month,No,No,Bank transfer,0,Yes
C00518,15,109.66,1794.36,Two year,No,No,Bank transfer,1,No
C00519,27,39.63,1275.78,Two year,Fiber optic,No,Credit card,0,No
C00520,30,22.26,575.83,Month-to-month,No,No,Electronic check,0,Yes
C00521,28,106.17,2646.55,One year,Fiber optic,No,Credit card,0,Yes
C00522,3,77.71,206.25,Month-to-month,Fiber optic,No,Electronic check,0,No
C00523,8,109.07,974.66,Two year,DSL,No,Electronic check,0,Yes
C00524,10,79.69,697.1,Two year,Fiber optic,No,Bank transfer,1,No
C00525,39,101.02,3256.87,Two year,Fiber optic,No,Mailed check,0,No
C00526,7,62.97,528.69,One year,DSL,No,Bank transfer,1,Yes
C00527,5,94.99,384.67,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C00528,72,111.3,9088.2,Month-to-month,No,Yes,Credit card,0,No
C00529,0,77.21,0.0,Month-to-month,Fiber optic,No,Credit card,0,Yes
C00530,72,38.08,3116.41,Two year,Fiber optic,Yes,Electronic check,0,No
C00531,27,46.88,1293.41,Two year,No,No,Credit card,1,Yes
C00532,42,39.86,1943.07,Two year,DSL,No,Electronic check,0,No
C00533,8,44.69,418.47,Two year,Fiber optic,No,Electronic check,0,No
C00534,0,50.64,0.0,One year,No,Yes,Mailed check,0,Yes
C00535,32,75.51,2005.94,One year,Fiber optic,No,Mailed check,0,Yes
C00536,43,78.8,3050.05,Two year,DSL,No,Bank transfer,0,No
C00537,32,62.65,2140.58,Two year,DSL,Yes,Mailed check,0,No
C00538,3,81.54,282.61,Month-to-month,No,Yes,Electronic check,0,Yes
C00539,33,28.16,914.39,One year,Fiber optic,No,Credit card,0,No
C00540,35,28.78,1050.4,Month-to-month,No,No,Mailed check,0,No
C00541,25,37.18,813.68,Two year,Fiber optic,Yes,Mailed check,0,No
C00542,34,71.81,2739.38,One year,Fiber optic,No,Mailed check,1,Yes
C00543,44,41.4,2162.11,Month-to-month,No,No,Mailed check,0,Yes
C00544,22,48.33,964.84,One year,Fiber optic,No,Electronic check,1,No
C00545,2,60.03,119.81,One year,Fiber optic,No,Electronic check,0,No
C00546,16,101.19,1351.0,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C00547,1,21.39,21.9,Month-to-month,No,No,Credit card,0,Yes
C00548,12,84.94,1020.41,One year,Fiber optic,No,Bank transfer,0,Yes
C00549,12,86.89,894.38,One year,Fiber optic,Yes,Bank transfer,1,Yes
C00550,1,99.87,97.56,One year,DSL,Yes,Mailed check,0,No
C00551,10,113.28,1057.63,One year,No,No,Credit card,0,Yes
C00552,2,22.01,44.4,Two year,DSL,No,Mailed check,0,Yes
C00553,39,35.38,1427.1,One year,Fiber optic,No,Electronic check,0,Yes
C00554,70,108.62,6108.56,One year,Fiber optic,No,Bank transfer,0,Yes
C00555,1,65.85,72.72,Two year,Fiber optic,No,Credit card,0,Yes
C00556,72,76.46,5974.19,Month-to-month,Fiber optic,No,Electronic check,0,No
C00557,17,86.3,1388.63,Month-to-month,DSL,Yes,Bank transfer,0,No
C00558,8,87.91,577.52,Month-to-month,Fiber optic,No,Credit card,0,No
C00559,1,113.17,124.71,One year,No,Yes,Bank transfer,0,No
C00560,16,119.69,2263.71,One year,No,No,Credit card,0,No
C00561,37,92.02,3050.85,One year,DSL,Yes,Bank transfer,0,No
C00562,29,48.72,1313.14,Month-to-month,No,No,Mailed check,0,Yes
C00563,1,107.98,94.32,Month-to-month,Fiber optic,Yes,Bank transfer,0,No
C00564,1,24.92,25.69,Month-to-month,No,Yes,Bank transfer,0,Yes
C00565,12,43.11,445.9,Month-to-month,Fiber optic,Yes,Credit card,0,Yes
C00566,8,109.74,827.42,One year,Fiber optic,No,Credit card,0,Yes
C00567,6,45.62,295.29,Month-to-month,No,No,Mailed check,0,Yes
C00568,7,42.07,301.57,Month-to-month,No,No,Credit card,0,Yes
C00569,39,33.81,1258.71,Two year,Fiber optic,No,Bank transfer,1,Yes
C00570,63,105.91,6459.48,Month-to-month,DSL,No,Credit card,1,Yes
C00571,12,70.01,860.99,One year,Fiber optic,No,Credit card,0,No
C00572,56,87.49,3931.05,One year,Fiber optic,No,Credit card,0,No
C00573,9,43.91,328.56,Month-to-month,DSL,Yes,Mailed check,1,No
C00574,15,95.8,1656.15,One year,DSL,Yes,Mailed check,0,Yes
C00575,6,96.0,478.74,Two year,No,No,Electronic check,0,Yes
C00576,24,51.26,1332.01,Two year,DSL,No,Mailed check,0,No
C00577,72,61.07,5135.81,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00578,22,40.97,818.66,Two year,DSL,No,Mailed check,0,No
C00579,10,117.66,1115.65,One year,DSL,Yes,Bank transfer,1,No
C00580,25,84.56,2172.28,Month-to-month,DSL,No,Electronic check,0,No
C00581,3,113.45,392.32,One year,DSL,No,Bank transfer,0,No
C00582,52,50.34,3080.39,Two year,No,No,Mailed check,0,No
C00583,16,98.19,1721.59,One year,No,No,Mailed check,0,Yes
C00584,14,96.59,1128.66,Month-to-month,DSL,No,Electronic check,0,Yes
C00585,21,89.17,1999.27,One year,Fiber optic,No,Electronic check,0,Yes
C00586,23,116.56,2584.69,Month-to-month,Fiber optic,Yes,Credit card,0,Yes
C00587,1,59.36,58.66,Month-to-month,No,Yes,Mailed check,1,Yes
C00588,27,33.07,731.87,Month-to-month,No,No,Mailed check,0,Yes
C00589,6,87.17,458.39,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C00590,30,92.93,3111.87,Month-to-month,Fiber optic,Yes,Credit card,0,Yes
C00591,41,77.51,3119.38,Month-to-month,No,No,Mailed check,0,No
C00592,39,40.68,1460.65,One year,DSL,No,Bank transfer,0,No
C00593,19,70.45,1276.45,Month-to-month,Fiber optic,No,Electronic check,1,Yes
C00594,17,51.22,994.18,Month-to-month,No,Yes,Bank transfer,1,No
C00595,3,62.75,207.0,Two year,Fiber optic,No,Mailed check,0,Yes
C00596,35,84.52,2688.79,One year,Fiber optic,No,Bank transfer,0,Yes
C00597,7,94.52,560.41,One year,Fiber optic,No,Bank transfer,0,Yes
C00598,16,43.22,622.92,Month-to-month,DSL,No,Credit card,0,No
C00599,8,60.53,565.74,Month-to-month,Fiber optic,Yes,Credit card,0,No
C00600,3,46.92,145.35,Month-to-month,Fiber optic,No,Electronic check,1,Yes
C00601,23,39.86,929.06,Month-to-month,Fiber optic,Yes,Credit card,0,Yes
C00602,1,98.34,102.13,Month-to-month,Fiber optic,Yes,Bank transfer,0,No
C00603,33,110.93,3464.52,Month-to-month,No,No,Credit card,0,Yes
C00604,9,57.02,576.22,Month-to-month,DSL,No,Mailed check,0,No
C00605,0,95.13,0.0,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C00606,17,109.7,1579.01,One year,Fiber optic,Yes,Bank transfer,0,Yes
C00607,1,104.61,89.09,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C00608,7,38.28,271.91,Month-to-month,DSL,No,Mailed check,0,Yes
C00609,29,115.63,3938.85,One year,Fiber optic,No,Bank transfer,0,No
C00610,1,57.67,53.25,One year,No,No,Credit card,0,No
C00611,43,53.92,2661.28,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00612,0,26.24,0.0,One year,No,No,Bank transfer,1,No
C00613,6,68.62,370.19,One year,No,Yes,Credit card,0,Yes
C00614,32,30.9,805.41,Month-to-month,DSL,Yes,Credit card,0,Yes
C00615,9,44.85,339.36,Two year,DSL,Yes,Electronic check,0,No
C00616,2,51.69,112.83,Two year,No,No,Credit card,0,Yes
C00617,10,100.88,887.61,Month-to-month,No,No,Credit card,0,Yes
C00618,7,107.55,714.08,Month-to-month,DSL,No,Electronic check,0,Yes
C00619,44,50.25,2212.5,Two year,DSL,Yes,Electronic check,0,No
C00620,9,105.87,1038.76,One year,DSL,Yes,Mailed check,0,No
C00621,37,105.72,3306.48,Month-to-month,No,Yes,Credit card,0,Yes
C00622,53,96.47,4921.41,Month-to-month,DSL,Yes,Mailed check,0,No
C00623,13,34.67,448.02,Month-to-month,Fiber optic,No,Mailed check,0,No
C00624,57,89.03,5157.58,One year,No,No,Bank transfer,0,No
C00625,11,114.5,1419.89,One year,DSL,No,Mailed check,0,Yes
C00626,72,88.25,5519.54,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00627,2,53.16,119.41,One year,DSL,No,Mailed check,0,No
C00628,27,70.06,2037.56,One year,No,No,Mailed check,0,No
C00629,16,84.57,1383.36,Month-to-month,DSL,Yes,Electronic check,1,No
C00630,11,71.06,844.05,Month-to-month,Fiber optic,No,Credit card,1,Yes
C00631,24,32.0,740.97,One year,Fiber optic,No,Bank transfer,0,No
C00632,29,51.21,1270.29,Two year,DSL,No,Electronic check,0,No
C00633,0,100.24,0.0,One year,DSL,Yes,Bank transfer,0,No
C00634,4,106.14,428.75,One year,Fiber optic,Yes,Bank transfer,0,No
C00635,29,33.73,1032.7,Month-to-month,DSL,Yes,Electronic check,0,Yes
C00636,26,115.24,2802.08,Month-to-month,No,No,Mailed check,0,Yes
C00637,72,52.88,4427.0,One year,No,No,Electronic check,0,No
C00638,34,86.23,3034.28,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C00639,72,95.18,5716.47,Month-to-month,Fiber optic,No,Bank transfer,0,No
C00640,29,101.19,2875.59,Month-to-month,Fiber optic,Yes,Mailed check,0,No
C00641,8,114.57,1010.55,Month-to-month,No,No,Electronic check,0,Yes
C00642,2,51.29,114.65,Month-to-month,Fiber optic,No,Credit card,0,Yes
C00643,36,105.85,3802.36,Month-to-month,DSL,No,Bank transfer,0,No
C00644,24,33.17,921.78,Month-to-month,DSL,No,Electronic check,0,Yes
C00645,1,90.5,82.09,Month-to-month,Fiber optic,Yes,Mailed check,0,Yes
C00646,10,94.2,908.31,Two year,Fiber optic,Yes,Mailed check,0,No
C00647,72,87.77,7327.0,One year,Fiber optic,No,Credit card,0,No
C00648,16,45.23,838.39,One year,DSL,No,Bank transfer,0,No
C00649,13,107.3,1498.52,One year,Fiber optic,No,Credit card,0,Yes
C00650,14,36.89,590.62,One year,DSL,No,Credit card,0,Yes
C00651,5,25.36,105.94,Month-to-month,DSL,No,Credit card,0,Yes
C00652,11,91.75,1156.6,One year,Fiber optic,No,Credit card,0,Yes
C00653,11,67.55,689.73,One year,DSL,No,Mailed check,0,No
C00654,1,104.91,91.41,One year,Fiber optic,No,Bank transfer,0,Yes
C00655,35,58.34,1829.03,Month-to-month,Fiber optic,Yes,Credit card,0,No
C00656,12,36.83,427.46,Month-to-month,Fiber optic,No,Bank transfer,1,Yes
C00657,41,103.64,3826.34,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00658,45,74.89,3128.17,Month-to-month,DSL,No,Mailed check,0,No
C00659,5,38.92,166.19,One year,DSL,No,Electronic check,0,Yes
C00660,25,92.04,2113.4,One year,No,No,Electronic check,0,Yes
C00661,15,71.11,1097.49,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C00662,50,80.43,3927.97,Two year,Fiber optic,Yes,Electronic check,0,Yes
C00663,5,66.09,310.19,One year,DSL,No,Credit card,0,No
C00664,27,102.87,3051.3,Month-to-month,Fiber optic,No,Bank transfer,0,Yes
C00665,22,102.96,2621.66,Month-to-month,Fiber optic,No,Mailed check,0,No
C00666,8,90.94,802.25,Month-to-month,Fiber optic,Yes,Mailed check,1,No
C00667,3,30.54,85.46,Month-to-month,Fiber optic,Yes,Credit card,0,Yes
C00668,25,103.89,2851.2,Month-to-month,DSL,Yes,Electronic check,0,Yes
C00669,32,87.1,2399.2,Month-to-month,DSL,No,Bank transfer,1,No
C00670,9,89.7,687.92,Month-to-month,No,Yes,Bank transfer,1,Yes
C00671,24,56.3,1267.76,Month-to-month,No,No,Credit card,0,No
C00672,12,107.93,1454.57,Two year,DSL,Yes,Electronic check,0,No
C00673,29,92.54,2411.37,Month-to-month,Fiber optic,Yes,Bank transfer,0,Yes
C00674,5,31.26,128.99,One year,DSL,Yes,Credit card,0,No
C00675,53,60.78,2746.78,Month-to-month,DSL,Yes,Bank transfer,1,No
C00676,8,108.64,993.84,Two year,DSL,No,Mailed check,0,No
C00677,11,24.72,286.47,Month-to-month,DSL,No,Bank transfer,0,Yes
C00678,1,116.14,104.67,Month-to-month,Fiber optic,No,Bank transfer,1,Yes
C00679,2,87.92,179.73,Two year,Fiber optic,Yes,Bank transfer,0,No
C00680,17,83.14,1428.97,Two year,DSL,Yes,Electronic check,0,Yes
C00681,7,47.06,349.9,Two year,DSL,No,Electronic check,1,No
C00682,43,44.88,1723.88,Month-to-month,No,No,Credit card,0,Yes
C00683,0,114.21,0.0,Month-to-month,DSL,Yes,Electronic check,0,Yes
C00684,11,49.83,506.33,One year,Fiber optic,No,Bank transfer,0,No
C00685,9,97.55,946.13,Two year,DSL,No,Bank transfer,0,No
C00686,0,59.31,0.0,One year,Fiber optic,Yes,Electronic check,0,No
C00687,3,33.93,96.61,One year,DSL,No,Electronic check,0,No
C00688,12,21.07,237.84,Month-to-month,DSL,Yes,Bank transfer,1,Yes
C00689,16,74.43,1211.59,One year,DSL,No,Bank transfer,0,Yes
C00690,12,117.58,1169.82,Month-to-month,DSL,Yes,Mailed check,0,No
C00691,18,56.91,1143.26,Month-to-month,Fiber optic,No,Credit card,0,Yes
C00692,21,55.72,1038.03,Month-to-month,Fiber optic,Yes,Electronic check,0,No
C00693,0,54.41,0.0,One year,DSL,No,Credit card,0,No
C00694,14,72.05,1131.04,Month-to-month,DSL,Yes,Bank transfer,0,Yes
C00695,72,64.07,4727.22,Month-to-month,Fiber optic,No,Credit card,0,Yes
C00696,17,107.99,2012.72,One year,Fiber optic,No,Electronic check,0,Yes
C00697,27,70.55,2028.18,Month-to-month,No,No,Electronic check,1,No
C00698,8,70.78,533.52,One year,Fiber optic,No,Credit card,0,No
C00699,35,33.84,1330.72,Month-to-month,Fiber optic,No,Electronic check,0,Yes
C00700,35,118.27,3799.52,One year,Fiber optic,Yes,Mailed check,0,No
C00701,17,45.0,786.79,One year,No,Yes,Bank transfer,1,No
C00702,72,27.34,2161.7,Month-to-month,No,No,Bank transfer,0,Yes
C00703,3,86.31,246.39,Month-to-month,DSL,Yes,Electronic check,0,Yes
C00704,0,79.54,0.0,Month-to-month,DSL,No,Bank transfer,0,Yes
C00705,35,61.51,2117.84,Month-to-month,DSL,Yes,Mailed check,0,Yes
C00706,39,62.22,2735.21,Two year,Fiber optic,No,Electronic check,0,Yes
C00707,3,98.51,346.35,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00708,7,39.57,281.99,Two year,Fiber optic,No,Mailed check,0,Yes
C00709,0,102.03,0.0,Month-to-month,DSL,No,Bank transfer,1,Yes
C00710,8,84.87,788.48,One year,Fiber optic,Yes,Bank transfer,0,No
C00711,35,61.9,1818.6,One year,No,No,Credit card,0,Yes
C00712,17,65.8,998.72,One year,DSL,Yes,Mailed check,0,No
C00713,10,45.66,494.75,One year,Fiber optic,No,Bank transfer,0,Yes
C00714,11,95.21,1182.93,Month-to-month,Fiber optic,No,Mailed check,0,Yes
C00715,0,71.29,0.0,Month-to-month,No,No,Credit card,0,Yes
C00716,8,52.09,402.57,Two year,No,Yes,Mailed check,0,No
C00717,24,79.61,1596.79,Two year,Fiber optic,Yes,Electronic check,0,Yes
C00718,72,119.57,8394.78,Two year,Fiber optic,Yes,Credit card,0,No
C00719,45,63.53,2550.93,Month-to-month,No,Yes,Credit card,0,Yes
C00720,0,112.07,0.0,One year,Fiber optic,Yes,Mailed check,0,No
C00721,54,54.5,3263.51,Two year,DSL,No,Mailed check,0,No
C00722,36,25.47,761.24,Month-to-month,No,Yes,Bank transfer,0,Yes
C00723,36,40.42,1645.79,Month-to-month,DSL,No,Electronic check,0,No
C00724,14,61.87,841.12,One year,Fiber optic,No,Credit card,0,Yes
C00725,12,41.96,522.87,One year,No,No,Credit card,1,No
C00726,8,20.02,133.87,Two year,Fiber optic,Yes,Credit card,1,Yes
C00727,1,111.5,104.25,Month-to-month,Fiber optic,Yes,Bank transfer,1,Yes
C00728,6,104.39,523.55,One year,DSL,No,Electronic check,0,No
C00729,6,94.23,669.76,Month-to-month,Fiber optic,Yes,Credit card,0,Yes
